cat_0,cat_1,cat_2,cat_3,cat_4,n_diff,pearson_r_diff,pearson_p_diff,elasticity_beta,elasticity_alpha,elasticity_se,elasticity_t,elasticity_p,elasticity_r2,n_log
S,Female,University,45-49,1-2,8,0.45829,0.25345,0.93853,0.01458,0.59438,1.579,0.11434,0.29356,8
S,Female,University,45-49,10-14,8,0.3282,0.42738,0.85823,0.03265,0.80885,1.06105,0.28867,0.15799,8
S,Female,University,45-49,15-19,8,0.08279,0.84548,0.15626,0.03892,0.63943,0.24438,0.80694,0.00986,8
S,Female,University,45-49,20-24,8,-0.24114,0.56508,-0.5618,-0.12815,2.34705,-0.23936,0.81082,0.00946,8
S,Female,University,45-49,25-29,8,0.20459,0.62696,-0.3389,-0.00449,0.72723,-0.46602,0.6412,0.03493,8
S,Female,University,45-49,3-4,8,0.67129,0.06834,3.97651,0.02885,1.85935,2.13866,0.03246,0.43256,8
S,Female,University,45-49,5-9,8,0.81488,0.01374,2.4786,-0.11711,1.01342,2.44578,0.01445,0.49924,8
S,Female,University,45-49,T,8,0.5311,0.1756,1.03435,-0.00366,0.65453,1.58029,0.11404,0.29389,8
S,Female,University,50-54,0,8,0.25904,0.5356,-0.38677,0.22779,1.67886,-0.23038,0.8178,0.00877,8
S,Female,University,50-54,1-2,8,0.21733,0.60516,0.26593,-0.06606,0.69056,0.38509,0.70017,0.02412,8
S,Female,University,50-54,10-14,8,-0.03214,0.93978,0.00626,-0.09627,0.67758,0.00925,0.99262,1e-05,8
S,Female,University,50-54,15-19,8,0.0519,0.90287,0.19372,-0.01523,0.44253,0.43775,0.66157,0.03095,8
S,Female,University,50-54,20-24,8,0.53731,0.16965,1.58132,0.03695,0.99819,1.58419,0.11315,0.29492,8
S,Female,University,50-54,25-29,8,-0.36049,0.38035,-1.11251,-0.09594,1.19172,-0.93353,0.35054,0.12683,8
S,Female,University,50-54,3-4,8,-0.54797,0.15971,-0.96288,0.02635,0.78696,-1.22355,0.22112,0.19969,8
S,Female,University,50-54,30+,8,-0.1755,0.67764,-1.01213,-0.02636,1.08973,-0.92879,0.353,0.1257,8
S,Female,University,50-54,5-9,8,0.11467,0.78688,0.38328,-0.11286,0.8522,0.44976,0.65289,0.03261,8
S,Female,University,50-54,T,8,0.41901,0.30146,0.3858,-0.06137,0.44587,0.86527,0.38689,0.11094,8
S,Female,University,55-59,0,4,0.37251,0.62749,2.10528,0.19765,4.27943,0.49195,0.62275,0.10795,4
S,Female,University,55-59,1-2,6,0.55441,0.25359,2.40051,0.02934,1.92276,1.24847,0.21186,0.2804,6
S,Female,University,55-59,10-14,8,0.25276,0.54587,0.48567,-0.16573,0.48473,1.00196,0.31636,0.14334,8
S,Female,University,55-59,15-19,8,0.12164,0.77416,0.26567,-0.12916,1.24132,0.21402,0.83053,0.00758,8
S,Female,University,55-59,20-24,8,0.18587,0.65944,0.89577,-0.03235,1.2415,0.72153,0.47059,0.07984,8
S,Female,University,55-59,25-29,8,-0.74814,0.03278,-1.54614,0.06313,0.51466,-3.00419,0.00266,0.60067,8
S,Female,University,55-59,3-4,7,0.83064,0.02065,1.31501,0.04432,1.288,1.02097,0.30727,0.17251,7
S,Female,University,55-59,30+,8,0.34272,0.40594,0.61873,-0.12554,0.73559,0.84114,0.40027,0.10548,8
S,Female,University,55-59,5-9,8,-0.2742,0.51107,-0.59731,-0.10126,0.96946,-0.61613,0.53781,0.0595,8
S,Female,University,55-59,T,8,0.63723,0.08924,0.83438,-0.05663,0.48826,1.70889,0.08747,0.32738,8
S,Female,University,60-64,0,4,0.7441,0.2559,4.5591,-0.54014,3.77191,1.2087,0.22678,0.42212,4
S,Female,University,60-64,1-2,7,-0.64489,0.11785,-2.95296,0.08524,1.22504,-2.4105,0.01593,0.53749,7
S,Female,University,60-64,10-14,6,0.86327,0.02676,1.90758,-0.11147,0.52895,3.60637,0.00031,0.76479,6
S,Female,University,60-64,15-19,8,0.03646,0.93169,0.0636,-0.38969,0.50495,0.12595,0.89977,0.00264,8
S,Female,University,60-64,20-24,7,-0.75755,0.04855,-1.29927,0.22121,0.42833,-3.03335,0.00242,0.64792,7
S,Female,University,60-64,25-29,7,0.54658,0.20425,2.10975,-0.28253,1.50871,1.39838,0.162,0.28114,7
S,Female,University,60-64,3-4,6,0.48785,0.32628,1.12694,-0.17541,0.62891,1.7919,0.07315,0.44528,6
S,Female,University,60-64,30+,7,0.76649,0.04442,1.236,-0.22541,0.59724,2.06953,0.0385,0.46138,7
S,Female,University,60-64,5-9,6,0.25669,0.62342,0.73514,-0.28289,2.23301,0.32922,0.74199,0.02638,6
S,Female,University,60-64,T,8,-0.32027,0.4393,-0.97274,-0.06049,1.27604,-0.76232,0.44587,0.0883,8
S,Male,College,20-24,0,23,0.08946,0.68481,0.9614,0.0283,1.25381,0.76678,0.44321,0.02724,23
S,Male,College,20-24,1-2,23,-0.13786,0.53048,-0.14197,0.00321,1.19367,-0.11894,0.90533,0.00067,23
S,Male,College,20-24,3-4,23,0.24936,0.2512,1.25152,-0.0262,2.18814,0.57196,0.56735,0.01534,23
S,Male,College,20-24,5-9,17,0.1677,0.52,0.76049,-0.00992,0.92501,0.82215,0.41099,0.04312,17
S,Male,College,20-24,T,23,-0.02119,0.92353,0.02032,0.00701,0.72177,0.02816,0.97754,4e-05,23
S,Male,College,25-29,0,23,-0.32816,0.12633,-1.31081,-0.02834,0.78455,-1.67077,0.09477,0.11733,23
S,Male,College,25-29,1-2,23,0.20543,0.34705,0.84262,-0.01172,0.57978,1.45335,0.14613,0.09139,23
S,Male,College,25-29,10-14,14,0.46479,0.09403,1.89508,0.13372,1.49667,1.2662,0.20544,0.11786,14
S,Male,College,25-29,3-4,23,-0.17937,0.41282,-0.66292,-0.02813,0.65087,-1.0185,0.30844,0.04707,23
S,Male,College,25-29,5-9,23,0.35981,0.09172,1.36789,0.0091,0.85986,1.59082,0.11165,0.10755,23
S,Male,College,25-29,T,23,0.44923,0.03152,1.64696,-0.00324,0.67223,2.44998,0.01429,0.22229,23
S,Male,College,30-34,0,23,0.23914,0.27178,1.40645,0.04867,1.31552,1.06912,0.28502,0.05162,23
S,Male,College,30-34,1-2,23,0.58254,0.00354,1.93746,0.0015,0.64571,3.00052,0.0027,0.30007,23
S,Male,College,30-34,10-14,23,-0.3,0.16428,-0.57633,0.01644,0.37611,-1.53236,0.12543,0.10057,23
S,Male,College,30-34,15-19,17,0.14901,0.56813,1.04098,-0.00543,0.83009,1.25406,0.20982,0.0949,17
S,Male,College,30-34,3-4,23,0.54773,0.00682,2.68845,-0.00389,1.01436,2.65038,0.00804,0.25066,23
S,Male,College,30-34,5-9,23,0.17059,0.43643,1.00044,0.02323,0.95899,1.04323,0.29684,0.04927,23
S,Male,College,30-34,T,23,0.07711,0.72657,0.15837,0.01827,0.71957,0.22009,0.8258,0.0023,23
S,Male,College,35-39,0,23,0.05297,0.81029,0.29491,0.03515,0.65057,0.45331,0.65032,0.00969,23
S,Male,College,35-39,1-2,23,-0.12538,0.56865,0.09527,-0.01151,0.62069,0.15349,0.87801,0.00112,23
S,Male,College,35-39,10-14,23,0.50706,0.01353,1.06522,-0.00367,0.43405,2.45415,0.01412,0.22288,23
S,Male,College,35-39,15-19,23,-0.0805,0.71501,-0.09156,0.00435,1.1245,-0.08142,0.93511,0.00032,23
S,Male,College,35-39,20-24,19,0.13253,0.5886,0.48625,0.06711,1.07031,0.4543,0.64961,0.012,19
S,Male,College,35-39,3-4,23,0.11504,0.6012,0.41995,-0.02379,0.82738,0.50756,0.61176,0.01212,23
S,Male,College,35-39,5-9,23,0.02974,0.89285,0.02926,0.00654,0.8238,0.03552,0.97167,6e-05,23
S,Male,College,35-39,T,23,0.08321,0.70583,0.48621,0.00048,1.22905,0.3956,0.6924,0.0074,23
S,Male,College,40-44,0,23,0.54064,0.00773,0.95677,-0.02188,0.44856,2.13299,0.03293,0.17807,23
S,Male,College,40-44,1-2,23,0.25362,0.24293,0.45254,0.01323,0.4119,1.09868,0.27191,0.05436,23
S,Male,College,40-44,10-14,23,0.41285,0.05024,1.45361,-0.02793,0.84727,1.71565,0.08623,0.12293,23
S,Male,College,40-44,15-19,23,-0.12256,0.57745,-0.03779,-0.00069,0.62382,-0.06058,0.9517,0.00017,23
S,Male,College,40-44,20-24,23,-0.3803,0.07344,-0.98295,0.01143,0.65206,-1.50745,0.13169,0.09764,23
S,Male,College,40-44,25-29,19,0.53376,0.01858,1.87604,0.12355,0.6197,3.02732,0.00247,0.35027,19
S,Male,College,40-44,3-4,23,0.45953,0.02738,1.85065,-0.02561,0.64271,2.87945,0.00398,0.28306,23
S,Male,College,40-44,5-9,23,-0.05298,0.81027,0.42497,-0.00643,0.79808,0.5325,0.59438,0.01332,23
S,Male,College,40-44,T,23,0.37878,0.07469,1.3378,-0.00187,0.7471,1.79066,0.07335,0.13246,23
S,Male,College,45-49,0,23,0.40166,0.05747,1.48713,0.03708,0.76756,1.93748,0.05269,0.15165,23
S,Male,College,45-49,1-2,23,0.25168,0.24668,0.8145,-0.00345,0.71902,1.13279,0.2573,0.05759,23
S,Male,College,45-49,10-14,23,-0.32413,0.13134,-1.20573,-0.02116,0.68243,-1.76683,0.07726,0.12941,23
S,Male,College,45-49,15-19,23,-0.02732,0.90151,-0.10246,0.00423,0.44652,-0.22946,0.81851,0.0025,23
S,Male,College,45-49,20-24,23,0.53836,0.00805,2.43467,0.01979,0.84599,2.87791,0.004,0.28284,23
S,Male,College,45-49,25-29,23,0.23685,0.27653,0.73538,-0.0069,0.6669,1.10268,0.27016,0.05473,23
S,Male,College,45-49,3-4,23,-0.37556,0.07739,-0.67706,0.0141,0.54124,-1.25093,0.21096,0.06935,23
S,Male,College,45-49,30+,18,0.15287,0.54478,0.77105,0.02504,0.51487,1.49757,0.13424,0.12294,18
S,Male,College,45-49,5-9,23,0.21076,0.33438,0.3528,0.01178,0.45337,0.77817,0.43647,0.02803,23
S,Male,College,45-49,T,23,-0.06093,0.78241,-0.33844,0.00319,0.85679,-0.39501,0.69284,0.00738,23
S,Male,College,50-54,0,23,0.26597,0.21995,0.203,-0.07777,0.89153,0.2277,0.81988,0.00246,23
S,Male,College,50-54,1-2,23,0.12854,0.55887,0.00761,-0.01096,0.4825,0.01576,0.98742,1e-05,23
S,Male,College,50-54,10-14,23,-0.2243,0.30352,-1.69602,-0.02367,1.27795,-1.32715,0.18446,0.07738,23
S,Male,College,50-54,15-19,23,0.07646,0.72878,0.24758,0.01358,0.56301,0.43975,0.66012,0.00912,23
S,Male,College,50-54,20-24,23,-0.1896,0.38623,-0.57623,0.02467,0.73067,-0.78863,0.43033,0.02876,23
S,Male,College,50-54,25-29,23,0.12271,0.577,0.48431,0.00096,0.69962,0.69224,0.48879,0.02231,23
S,Male,College,50-54,3-4,23,0.24513,0.2596,0.55728,-0.02337,0.73071,0.76266,0.44567,0.02695,23
S,Male,College,50-54,30+,23,-0.13168,0.54923,-1.69195,-0.03989,1.68186,-1.006,0.31442,0.04598,23
S,Male,College,50-54,5-9,23,0.18569,0.39627,0.34278,-0.00899,0.42016,0.81584,0.41459,0.03072,23
S,Male,College,50-54,T,23,0.08003,0.7166,0.18946,-0.00602,1.27869,0.14817,0.88221,0.00104,23
S,Male,College,55-59,0,23,-0.26354,0.22435,-1.43917,-0.01583,0.84472,-1.70372,0.08843,0.12144,23
S,Male,College,55-59,1-2,23,0.19152,0.38134,0.43115,0.00524,0.48255,0.89348,0.3716,0.03662,23
S,Male,College,55-59,10-14,23,0.2815,0.19317,1.22648,-0.00362,0.74843,1.63873,0.10127,0.11338,23
S,Male,College,55-59,15-19,23,-0.34273,0.10939,-0.77965,-0.00585,0.52695,-1.47956,0.13899,0.0944,23
S,Male,College,55-59,20-24,23,0.36945,0.08274,1.5311,0.01934,0.67553,2.2665,0.02342,0.19654,23
S,Male,College,55-59,25-29,23,0.10509,0.6332,0.38023,-0.0059,0.43985,0.86445,0.38734,0.03436,23
S,Male,College,55-59,3-4,23,0.26863,0.2152,0.60476,0.01396,0.48654,1.24299,0.21387,0.06853,23
S,Male,College,55-59,30+,23,-0.02967,0.8931,-0.1365,-0.00554,0.85809,-0.15907,0.87361,0.0012,23
S,Male,College,55-59,5-9,23,0.00358,0.98708,-0.04382,0.02601,0.67876,-0.06455,0.94853,0.0002,23
S,Male,College,55-59,T,23,0.19928,0.36199,0.43282,0.00675,0.47818,0.90514,0.36539,0.03755,23
S,Male,College,60-64,0,22,0.37326,0.08708,1.15805,0.12207,0.83211,1.3917,0.16401,0.08829,22
S,Male,College,60-64,1-2,23,0.02093,0.9245,0.08567,-0.04755,0.42923,0.1996,0.84179,0.00189,23
S,Male,College,60-64,10-14,23,0.54447,0.00723,1.70445,-0.04517,0.89507,1.90427,0.05688,0.14725,23
S,Male,College,60-64,15-19,23,0.25827,0.23411,0.67161,-0.04434,0.59263,1.13329,0.25709,0.05763,23
S,Male,College,60-64,20-24,23,-0.00044,0.99841,-0.1724,0.01779,0.59835,-0.28813,0.77325,0.00394,23
S,Male,College,60-64,25-29,23,0.02157,0.92219,0.08192,-0.06276,0.47509,0.17244,0.86309,0.00141,23
S,Male,College,60-64,3-4,23,-0.42797,0.04163,-2.80343,0.06063,0.72761,-3.85295,0.00012,0.41415,23
S,Male,College,60-64,30+,23,-0.24051,0.26896,-0.69557,-0.02806,0.82212,-0.84608,0.39751,0.03296,23
S,Male,College,60-64,5-9,23,-0.1986,0.36366,-0.74735,-0.0514,0.67668,-1.10445,0.2694,0.0549,23
S,Male,College,60-64,T,23,0.3354,0.11769,0.60239,-0.00249,0.34182,1.76228,0.07802,0.12883,23
S,Male,HighSchool,20-24,0,23,0.29691,0.1689,1.15168,0.00141,0.74369,1.5486,0.12148,0.10249,23
S,Male,HighSchool,20-24,1-2,23,-0.29507,0.17167,-1.14298,-0.00477,0.81641,-1.40002,0.16151,0.08537,23
S,Male,HighSchool,20-24,3-4,23,-0.0477,0.82889,-0.23829,0.00478,1.14225,-0.20861,0.83475,0.00207,23
S,Male,HighSchool,20-24,5-9,23,0.08105,0.71313,0.4376,-0.00279,0.97693,0.44794,0.6542,0.00946,23
S,Male,HighSchool,20-24,T,23,-0.18368,0.40149,-0.63245,-0.00207,0.80063,-0.78994,0.42956,0.02886,23
S,Male,HighSchool,25-29,0,23,0.19686,0.36796,0.89637,0.00914,0.96909,0.92497,0.35498,0.03915,23
S,Male,HighSchool,25-29,1-2,23,0.0441,0.84164,0.22388,0.00225,0.96251,0.2326,0.81607,0.00257,23
S,Male,HighSchool,25-29,10-14,23,0.06784,0.75843,0.47154,0.00194,0.83549,0.56438,0.57249,0.01494,23
S,Male,HighSchool,25-29,3-4,23,-0.08132,0.71225,-0.37882,0.01397,1.51979,-0.24926,0.80316,0.00295,23
S,Male,HighSchool,25-29,5-9,23,0.25862,0.23344,0.81461,0.007,0.66505,1.22488,0.22062,0.06668,23
S,Male,HighSchool,25-29,T,23,-0.08012,0.7163,-0.30206,0.00631,0.77061,-0.39197,0.69508,0.00726,23
S,Male,HighSchool,30-34,0,23,0.34566,0.10619,1.22875,0.01572,0.75679,1.62364,0.10445,0.11153,23
S,Male,HighSchool,30-34,1-2,23,-0.39128,0.06485,-1.69205,0.01185,0.90662,-1.86633,0.062,0.14227,23
S,Male,HighSchool,30-34,10-14,23,0.3876,0.06764,1.43282,0.00106,0.80481,1.78032,0.07502,0.13114,23
S,Male,HighSchool,30-34,15-19,23,0.47666,0.02147,1.94849,0.00259,0.85092,2.28986,0.02203,0.1998,23
S,Male,HighSchool,30-34,3-4,23,0.00202,0.99271,0.1738,0.00491,0.74265,0.23402,0.81497,0.0026,23
S,Male,HighSchool,30-34,5-9,23,-0.02787,0.89955,0.01423,0.01078,0.78617,0.0181,0.98556,2e-05,23
S,Male,HighSchool,30-34,T,23,-0.07917,0.71952,-0.22176,0.00626,0.80677,-0.27487,0.78342,0.00358,23
S,Male,HighSchool,35-39,0,23,-0.08927,0.68543,-0.26372,-0.00887,0.55308,-0.47682,0.63349,0.01071,23
S,Male,HighSchool,35-39,1-2,23,0.48861,0.01799,1.8345,0.00117,0.72524,2.52952,0.01142,0.23353,23
S,Male,HighSchool,35-39,10-14,23,-0.04031,0.8551,-0.07728,-0.00507,0.60132,-0.12851,0.89774,0.00079,23
S,Male,HighSchool,35-39,15-19,23,0.26816,0.21604,1.03718,0.01308,0.83989,1.2349,0.21687,0.0677,23
S,Male,HighSchool,35-39,20-24,23,0.31621,0.14158,0.8307,0.01788,0.6914,1.20147,0.22957,0.06432,23
S,Male,HighSchool,35-39,3-4,23,-0.15046,0.49318,-0.52778,-0.00532,0.823,-0.64129,0.52134,0.01921,23
S,Male,HighSchool,35-39,5-9,23,-0.19397,0.37518,-0.66171,0.00934,0.73192,-0.90408,0.36595,0.03746,23
S,Male,HighSchool,35-39,T,23,-0.202,0.35533,-0.54059,0.00436,0.57344,-0.94271,0.34583,0.0406,23
S,Male,HighSchool,40-44,0,23,-0.18367,0.40152,-0.63679,-0.00738,0.57134,-1.11456,0.26504,0.05585,23
S,Male,HighSchool,40-44,1-2,23,0.13342,0.54392,0.56017,-0.00889,0.75055,0.74635,0.45546,0.02584,23
S,Male,HighSchool,40-44,10-14,23,0.16837,0.44251,0.43392,-0.00187,0.49753,0.87214,0.38313,0.03495,23
S,Male,HighSchool,40-44,15-19,23,0.25747,0.23561,0.71632,0.00719,0.64872,1.10421,0.2695,0.05487,23
S,Male,HighSchool,40-44,20-24,23,-0.11451,0.60289,-0.26273,0.01763,0.67808,-0.38747,0.69841,0.0071,23
S,Male,HighSchool,40-44,25-29,23,0.32283,0.13297,0.77286,0.01217,0.52062,1.48452,0.13767,0.09498,23
S,Male,HighSchool,40-44,3-4,23,0.47728,0.02128,1.70536,-0.00596,0.65668,2.59693,0.00941,0.24308,23
S,Male,HighSchool,40-44,5-9,23,0.27642,0.20167,0.80172,-0.01038,0.57729,1.38875,0.16491,0.08411,23
S,Male,HighSchool,40-44,T,23,-0.0867,0.69407,-0.19949,0.00049,0.51636,-0.38635,0.69924,0.00706,23
S,Male,HighSchool,45-49,0,23,0.17074,0.43603,0.81815,-0.02302,1.09732,0.74559,0.45592,0.02579,23
S,Male,HighSchool,45-49,1-2,23,0.48965,0.01771,1.38543,-0.0107,0.5279,2.62443,0.00868,0.24698,23
S,Male,HighSchool,45-49,10-14,23,-0.2134,0.32823,-0.79351,-0.00698,0.73678,-1.07701,0.28148,0.05234,23
S,Male,HighSchool,45-49,15-19,23,0.31525,0.14286,0.82949,0.00209,0.54022,1.53548,0.12467,0.10094,23
S,Male,HighSchool,45-49,20-24,23,0.32127,0.13497,1.19942,0.00385,0.70615,1.69852,0.08941,0.12079,23
S,Male,HighSchool,45-49,25-29,23,0.1229,0.57638,0.38923,0.00537,0.79892,0.4872,0.62612,0.01118,23
S,Male,HighSchool,45-49,3-4,23,0.16348,0.45607,0.38137,-0.00279,0.53189,0.71702,0.47336,0.0239,23
S,Male,HighSchool,45-49,30+,23,0.12405,0.5728,0.52652,0.00574,0.85688,0.61447,0.5389,0.01766,23
S,Male,HighSchool,45-49,5-9,23,-0.27276,0.20795,-0.94924,-0.01582,0.76347,-1.24332,0.21375,0.06856,23
S,Male,HighSchool,45-49,T,23,-0.04055,0.85426,-0.1357,-0.00309,0.61478,-0.22073,0.8253,0.00231,23
S,Male,HighSchool,50-54,0,23,0.06699,0.76137,0.45373,-0.00616,0.68298,0.66434,0.50647,0.02058,23
S,Male,HighSchool,50-54,1-2,23,-0.06189,0.77907,-0.27673,-0.00684,0.74218,-0.37286,0.70925,0.00658,23
S,Male,HighSchool,50-54,10-14,23,-0.16354,0.45591,-0.54629,-0.01126,0.65844,-0.82967,0.40673,0.03174,23
S,Male,HighSchool,50-54,15-19,23,0.27187,0.2095,0.93207,-0.00699,0.69362,1.34377,0.17902,0.07918,23
S,Male,HighSchool,50-54,20-24,23,0.49797,0.0156,1.74828,0.00245,0.69322,2.52196,0.01167,0.23246,23
S,Male,HighSchool,50-54,25-29,23,0.02707,0.9024,0.20124,-0.0024,0.69439,0.28981,0.77196,0.00398,23
S,Male,HighSchool,50-54,3-4,23,-0.00045,0.99839,-0.09189,-0.01286,0.91004,-0.10098,0.91957,0.00049,23
S,Male,HighSchool,50-54,30+,23,-0.06611,0.7644,-0.22302,-0.00282,0.7396,-0.30154,0.76301,0.00431,23
S,Male,HighSchool,50-54,5-9,23,0.06846,0.75628,0.12639,-0.01827,0.50061,0.25248,0.80067,0.00303,23
S,Male,HighSchool,50-54,T,23,-0.21721,0.31947,-0.64955,-0.00712,0.67113,-0.96785,0.33312,0.0427,23
S,Male,HighSchool,55-59,0,23,0.25956,0.23168,0.84686,-0.02183,0.55053,1.53826,0.12398,0.10127,23
S,Male,HighSchool,55-59,1-2,23,0.37679,0.07636,0.54788,-0.00975,0.26262,2.08618,0.03696,0.17167,23
S,Male,HighSchool,55-59,10-14,23,-0.11063,0.6153,-0.45713,-0.01306,0.66788,-0.68445,0.49369,0.02182,23
S,Male,HighSchool,55-59,15-19,23,0.10355,0.63822,0.19132,-0.00765,0.54001,0.35429,0.72312,0.00594,23
S,Male,HighSchool,55-59,20-24,23,0.07751,0.72521,0.16405,-0.00209,0.56993,0.28785,0.77346,0.00393,23
S,Male,HighSchool,55-59,25-29,23,-0.07424,0.73637,-0.33616,-0.00239,0.73373,-0.45816,0.64684,0.0099,23
S,Male,HighSchool,55-59,3-4,23,-0.27581,0.20271,-0.92416,-0.01908,0.71999,-1.28358,0.19929,0.07275,23
S,Male,HighSchool,55-59,30+,23,0.02049,0.92605,0.0806,0.00392,0.4347,0.18542,0.8529,0.00163,23
S,Male,HighSchool,55-59,5-9,23,0.53248,0.0089,2.02234,-0.0186,0.68446,2.95466,0.00313,0.29364,23
S,Male,HighSchool,55-59,T,23,-0.12443,0.57161,-0.25172,-0.00689,0.51399,-0.48974,0.62432,0.01129,23
S,Male,HighSchool,60-64,0,23,-0.09892,0.6534,-0.24865,-0.00746,0.58933,-0.42192,0.67308,0.00841,23
S,Male,HighSchool,60-64,1-2,23,0.43092,0.04009,1.23731,0.00177,0.56008,2.20916,0.02716,0.18857,23
S,Male,HighSchool,60-64,10-14,23,-0.35212,0.09939,-1.06649,-0.00771,0.66921,-1.59365,0.11101,0.10789,23
S,Male,HighSchool,60-64,15-19,23,0.25046,0.24905,0.42827,-0.00898,0.29961,1.42945,0.15288,0.08867,23
S,Male,HighSchool,60-64,20-24,23,0.06987,0.75139,-0.06281,-0.00812,0.87752,-0.07158,0.94293,0.00024,23
S,Male,HighSchool,60-64,25-29,23,-0.18886,0.38812,-0.36777,-0.01006,0.47124,-0.78042,0.43514,0.02819,23
S,Male,HighSchool,60-64,3-4,23,0.07057,0.749,0.04196,-0.02341,0.4247,0.09879,0.9213,0.00046,23
S,Male,HighSchool,60-64,30+,23,-0.08801,0.68966,-0.17862,-0.00443,0.47268,-0.37788,0.70552,0.00675,23
S,Male,HighSchool,60-64,5-9,23,-0.35989,0.09165,-0.77766,-0.02118,0.46375,-1.67688,0.09357,0.11809,23
S,Male,HighSchool,60-64,T,23,0.02867,0.89669,0.04204,-0.00783,0.42832,0.09816,0.92181,0.00046,23
S,Male,JuniorHigh,20-24,0,19,0.01798,0.94176,0.88272,0.03193,1.46736,0.60157,0.54746,0.02084,19
S,Male,JuniorHigh,20-24,1-2,19,0.27642,0.25196,1.16995,0.04114,1.22661,0.95381,0.34018,0.0508,19
S,Male,JuniorHigh,20-24,3-4,19,0.15365,0.52999,0.45141,-0.03466,0.56206,0.80312,0.4219,0.03655,19
S,Male,JuniorHigh,20-24,5-9,19,0.01624,0.94738,0.17333,-0.05589,0.66699,0.25987,0.79496,0.00396,19
S,Male,JuniorHigh,20-24,T,19,0.15521,0.52576,0.65708,0.00415,0.92853,0.70766,0.47916,0.02861,19
S,Male,JuniorHigh,25-29,0,19,0.05591,0.82017,-0.13929,-0.03978,0.75755,-0.18387,0.85412,0.00198,19
S,Male,JuniorHigh,25-29,1-2,19,0.17923,0.46284,0.78621,-0.00807,1.48075,0.53095,0.59545,0.01631,19
S,Male,JuniorHigh,25-29,10-14,19,-0.09239,0.70679,1.07837,-0.06405,1.87106,0.57634,0.56439,0.01916,19
S,Male,JuniorHigh,25-29,3-4,19,0.58856,0.00803,1.75581,0.00236,0.65093,2.6974,0.00699,0.29972,19
S,Male,JuniorHigh,25-29,5-9,19,-0.18691,0.44355,-0.3837,-0.00375,0.60929,-0.62976,0.52885,0.0228,19
S,Male,JuniorHigh,25-29,T,19,0.3582,0.1321,1.37253,-0.02813,0.82508,1.6635,0.09621,0.13999,19
S,Male,JuniorHigh,30-34,0,19,-0.25608,0.28995,-1.03213,-0.01777,0.96881,-1.06536,0.28671,0.06259,19
S,Male,JuniorHigh,30-34,1-2,19,0.14769,0.54626,0.57832,-0.00655,0.88542,0.65316,0.51365,0.02448,19
S,Male,JuniorHigh,30-34,10-14,19,0.14959,0.54104,0.14335,-0.05432,0.48635,0.29476,0.76818,0.00508,19
S,Male,JuniorHigh,30-34,15-19,19,-0.26773,0.26778,-1.94764,-0.12984,0.7703,-2.52841,0.01146,0.27328,19
S,Male,JuniorHigh,30-34,3-4,19,0.15892,0.51579,0.4967,0.00688,0.77315,0.64245,0.52058,0.0237,19
S,Male,JuniorHigh,30-34,5-9,19,0.14879,0.54323,0.8902,-0.01727,0.68208,1.30513,0.19185,0.09107,19
S,Male,JuniorHigh,30-34,T,19,0.22486,0.3547,0.6335,-0.02874,0.73249,0.86486,0.38712,0.04214,19
S,Male,JuniorHigh,35-39,0,19,0.54616,0.01555,2.10963,-0.01135,0.90435,2.33277,0.01966,0.24249,19
S,Male,JuniorHigh,35-39,1-2,19,0.28982,0.22875,1.34949,-0.01409,0.88075,1.53221,0.12547,0.12134,19
S,Male,JuniorHigh,35-39,10-14,19,-0.06594,0.78854,0.04405,-0.04153,0.53552,0.08226,0.93444,0.0004,19
S,Male,JuniorHigh,35-39,15-19,19,0.18484,0.4487,0.5356,-0.0137,0.80103,0.66864,0.50372,0.02563,19
S,Male,JuniorHigh,35-39,20-24,19,0.25577,0.29056,0.60136,-0.01447,1.35946,0.44235,0.65823,0.01138,19
S,Male,JuniorHigh,35-39,3-4,19,0.21879,0.36816,1.19416,-0.02941,1.12248,1.06386,0.28739,0.06242,19
S,Male,JuniorHigh,35-39,5-9,19,-0.2708,0.26213,-0.61164,-0.00742,0.64798,-0.94391,0.34522,0.0498,19
S,Male,JuniorHigh,35-39,T,19,-0.10552,0.66724,-0.28822,-0.02495,0.83471,-0.34529,0.72988,0.00696,19
S,Male,JuniorHigh,40-44,0,19,0.28667,0.23409,0.92712,-0.01009,0.64042,1.44769,0.1477,0.10975,19
S,Male,JuniorHigh,40-44,1-2,19,0.25944,0.28345,1.55169,0.00567,1.01185,1.53351,0.12515,0.12152,19
S,Male,JuniorHigh,40-44,10-14,19,0.31075,0.19535,0.95707,-0.04387,0.73015,1.31077,0.18993,0.09179,19
S,Male,JuniorHigh,40-44,15-19,19,0.7358,0.00033,1.27681,-0.03056,0.28045,4.55278,1e-05,0.5494,19
S,Male,JuniorHigh,40-44,20-24,19,0.14662,0.54921,0.19152,-0.0186,0.5694,0.33636,0.7366,0.00661,19
S,Male,JuniorHigh,40-44,25-29,19,-0.46977,0.04242,-1.20367,-0.01467,0.63789,-1.88697,0.05916,0.17318,19
S,Male,JuniorHigh,40-44,3-4,19,0.33555,0.16018,1.72874,-0.01221,1.07229,1.6122,0.10692,0.13262,19
S,Male,JuniorHigh,40-44,5-9,19,0.60557,0.006,1.66715,-0.01655,0.50767,3.2839,0.00102,0.38814,19
S,Male,JuniorHigh,40-44,T,19,-0.22874,0.34623,-0.80876,-0.02764,0.66916,-1.20863,0.22681,0.07913,19
